Number,Trench,Level,Layer,General Unit,gou, Original Type,Gtype,Type,xold,yold,x,y,z,Altitude,Orientation_old,Orientation,Dip,Degree,max,Length,Width,Thickness,Weight,lwratio,Lgroup,Wgroup,New category,Technological category,Rock type,Row material,Weathering,Rounddegree,Roundness
FL128,T1,12,,,,B,B,B,100.76,99.92,808.0618845,629.738768,0.934774,934.774,,,,,,,,,,,,,B,,,,,,
FL129,T1,12,,,,B/S?,,,100.83,100.6,808.0620369,629.7394343,0.934748,934.748,,,,,,,,,,,,,,,,,,,
FL130,T1,12,,,,B,B,B,100.6,100.82,808.0618355,629.7396807,0.934601,934.601,23,23,,,,,,,,,,,B,,,,,,
FL131,T1,12,,,,B,B,B,100.01,100.44,808.0612036,629.7393755,0.934828,934.828,,,,,,,,,,,,,B,,,,,,
FL134,T1,12,,,,B,B,B,101.19,99.43,808.0622516,629.7382292,0.934793,934.793,47,47,,,,,,,,,,,B,,,,,,
FL135,T1,12,,,,B,B,B,101.04,99.35,808.062093,629.7381681,0.93477,934.77,,,,,,,,,,,,,B,,,,,,
FL136,T1,12,,,,B,B,B,101.17,99.03,808.062183,629.7378347,0.9348,934.8,,,,,,,,,,,,,B,,,,,,
FL137,T1,12,,,,B,B,B,100.9,99.14,808.0619284,629.7379767,0.934783,934.783,98,98,278,24,,,,,,,,,B,,,,,,
FL138,T1,12,,,,B,B,B,100.77,99.17,808.061803,629.7380224,0.934773,934.773,144,144,,,,,,,,,,,B,,,,,,
FL139,T1,12,,,,?,,,100.58,99.62,808.0616693,629.7384921,0.934824,934.824,,,,,,,,,,,,,,,,,,,
FL140,T1,12,,,,B,B,B,100.08,99.82,808.0611975,629.7387516,0.934772,934.772,,,,,,,,,,,,,B,,,,,,
FL141,T1,12,,,,B,B,B,100.23,99.02,808.0612488,629.7379393,0.934763,934.763,,,,,,,,,,,,,B,,,,,,
FL143,T1,12,,,,B,B,B,101.33,98.37,808.0622613,629.7371601,0.934804,934.804,55/143,55,,,,,,,,,,,B,,,,,,
FL144,T1,12,,,,,,,100.95,98.11,808.0618525,629.7369484,0.934804,934.804,,,,,,,,,,,,,,,,,,,
FL145,T1,12,,,,B,B,B,100.85,98.04,808.0617447,629.7368911,0.934854,934.854,,,,,,,,,,,,,B,,,,,,
FL146,T1,12,,,,B,B,B,100.9,98.6,808.0618626,629.7374408,0.934791,934.791,,,,,,,,,,,,,B,,,,,,
FL147,T1,12,,,,B,B,B,100.82,98.72,808.0617978,629.7375696,0.934806,934.806,,,,,,,,,,,,,B,,,,,,
FL148,T1,11,,,,B,B,B,98.38,100.9,808.0596419,629.7400307,0.934868,934.868,,,,,,,,,,,,,B,,,,,,
FL149,T1,11,,,,T,B,B,98.34,100.86,808.0595973,629.7399959,0.93488,934.88,,,,,,,,,,,,,B,,,,,,
FL153,T1,12,,,,B,B,B,100.73,98.62,808.0616963,629.7374814,0.934779,934.779,,,,,,,,,,,,,B,,,,,,
FL154,T1,12,,,,B,B,B,100.78,98.48,808.0617289,629.7373363,0.934777,934.777,,,,,,,,,,,,,B,,,,,,
FL155,T1,12,,,,B,B,B,100.23,98.34,808.0611659,629.7372644,0.934774,934.774,174,174,340,25,,,,,,,,,B,,,,,,
FL156,T1,12,,,,T,B,B,99.41,98.31,808.0603484,629.7373346,0.934785,934.785,,,,,,,,,,,,,B,,,,,,
FL157,T1,12,,,,,,,99.5,98.16,808.0604195,629.7371748,0.934779,934.779,,,,,,,,,,,,,,,,,,,
FL158,T1,12,,,,B,B,B,100.18,97.34,808.0609944,629.736278,0.934781,934.781,,,,,,,,,,,,,B,,,,,,
FL159,T1,12,,,,B,B,B,100.45,97.6,808.0612941,629.7365031,0.934791,934.791,,,,,,,,,,,,,B,,,,,,
FL160,T1,12,,,,T,B,B,100.84,97.73,808.061697,629.7365846,0.934765,934.765,313/133,133,,,,,,,,,,,B,,,,,,
FL161,T1,12,,,,B,B,B,100.5,97.07,808.0612791,629.735971,0.934854,934.854,,,,,,,,,,,,,B,,,,,,
FL162,T1,12,,,,B,B,B,100.82,97.11,808.0616016,629.7359717,0.934781,934.781,,,,,,,,,,,,,B,,,,,,
FL163,T1,12,,,,B,B,B,100.73,96.29,808.0614123,629.7351688,0.934801,934.801,55,55,,,,,,,,,,,B,,,,,,
FL164,T1,12,,,,B,B,B,99.67,98.83,808.0606699,629.737819,0.934779,934.779,,,,,,,,,,,,,B,,,,,,
FL165,T1,12,,,,B,B,B,100.71,99.03,808.0617264,629.7378907,0.934842,934.842,,,,,,,,,,,,,B,,,,,,
FL166,T1,12,,,,B,B,B,99.74,100.72,808.0609697,629.7396863,0.934786,934.786,156,156,,,,,,,,,,,B,,,,,,
FL167,T1,12,,,,B,B,B,99.16,100.6,808.0603794,629.7396379,0.934819,934.819,,,,,,,,,,,,,B,,,,,,
FL168,T1,12,,,,B,B,B,101.12,99.02,808.0621321,629.7378308,0.934856,934.856,143,143,,,,,,,,,,,B,,,,,,
FL169,T1,12,,,,B,B,B,100.47,98.76,808.0614553,629.737652,0.934806,934.806,,,,,,,,,,,,,B,,,,,,
FL170,T1,12,,,,B,B,B,101.25,97.25,808.0620454,629.7360583,0.934774,934.774,80,80,,,,,,,,,,,B,,,,,,
FL171,T1,12,,,,B,B,B,101.4,97.36,808.0622077,629.7361491,0.934778,934.778,44,44,,,,,,,,,,,B,,,,,,
FL181,T1,12,,,,B,B,B,98.92,98.74,808.0599145,629.7378211,0.934823,934.823,140,140,340,22,,,,,,,,,B,,,,,,
FL182,T1,12,,,,B,B,B,98.62,98.76,808.0596192,629.7378775,0.934814,934.814,,,,,,,,,,,,,B,,,,,,
FL183,T1,12,,,,B,B,B,98.58,98.73,808.0595758,629.7378526,0.934813,934.813,,,,,,,,,,,,,B,,,,,,
FL184,T1,12,,,,B,B,B,98.78,98.94,808.0597999,629.7380367,0.934813,934.813,,,,,,,,,,,,,B,,,,,,
FL185,T1,12,,,,B,B,B,98.73,98.46,808.0596918,629.7375664,0.934823,934.823,,,,,,,,,,,,,B,,,,,,
FL186,T1,12,,,,B,B,B,98.53,98.75,808.0595287,629.7378786,0.934813,934.813,,,,,,,,,,,,,B,,,,,,
FL187,T1,12,,,,B,B,B,98.58,98.56,808.0595551,629.7376839,0.934819,934.819,,,,,,,,,,,,,B,,,,,,
FL188,T1,12,,,,B,B,B,99.33,100.83,808.0605762,629.7398454,0.934813,934.813,332/157,157,,,,,,,,,,,B,,,,,,
FL189,T1,12,,,,B,B,B,99.2,100.84,808.0604484,629.7398712,0.934812,934.812,,,,,,,,,,,,,B,,,,,,
FL190,T1,12,,,,B,B,B,99.4,99.41,808.0604726,629.7384276,0.934764,934.764,,,,,,,,,,,,,B,,,,,,
FL191,T1,12,,,,B,B,B,99.43,99.4,808.0605011,629.738414,0.934754,934.754,,,,,,,,,,,,,B,,,,,,
FL195,T1,12,,,,B,B,B,98.49,98.85,808.0595011,629.7379827,0.934813,934.813,,,,,,,,,,,,,B,,,,,,
FL197,T1,12,,,,B,B,B,98.41,98.93,808.0594315,629.7380718,0.934813,934.813,143,143,,,,,,,,,,,B,,,,,,
FL198,T1,12,,,,B,B,B,99.42,99.49,808.0605022,629.7385045,0.934799,934.799,,,,,,,,,,,,,B,,,,,,
FL199,T1,12,,,,B,B,B,101.58,100.14,808.0627252,629.7388863,0.934775,934.775,,,,,,,,,,,,,B,,,,,,
FL200,T1,12,,,,B,B,B,98.47,98.5,808.0594386,629.7376378,0.934834,934.834,20,20,,,,,,,,,,,B,,,,,,
FL201,T1,12,,,,B,B,B,98.76,98.3,808.0597021,629.7374039,0.934835,934.835,,,,,,,,,,,,,B,,,,,,
FL202,T1,12,,,,B,B,B,99.42,99.53,808.0605071,629.7385442,0.934759,934.759,60,60,,,,,,,,,,,B,,,,,,
FL203,T1,12,,,,B,B,B,99.58,99.6,808.0606744,629.7385942,0.934756,934.756,,,,,,,,,,,,,B,,,,,,
FL206,T1,12,,,,B,B,B,101.66,100.31,808.0628253,629.7390453,0.934757,934.757,,,,,,,,,,,,,B,,,,,,
FL208,T1,12,,,,B,B,B,99.29,98.43,808.0602439,629.7374683,0.934793,934.793,,,,,,,,,,,,,B,,,,,,
FL209,T1,12,,,,B,B,B,98.4,98.59,808.0593801,629.7377356,0.934832,934.832,,,,,,,,,,,,,B,,,,,,
FL210,T1,12,,,,B,B,B,101.96,100.29,808.0631207,629.7389889,0.934785,934.785,,,,,,,,,,,,,B,,,,,,
FL212,T1,12,,,,B,B,B,98.97,98.1,808.0598861,629.7371798,0.934833,934.833,,,,,,,,,,,,,B,,,,,,
FL214,T1,12,,,,B,B,B,99.01,98.41,808.0599636,629.7374826,0.934807,934.807,,,,,,,,,,,,,B,,,,,,
FL215,T1,12,,,,B,B,B,98.93,98.4,808.059883,629.7374824,0.934822,934.822,,,,,,,,,,,,,B,,,,,,
FL216,T1,12,,,,B,B,B,101.08,100.5,808.0622729,629.7393046,0.934766,934.766,,,,,,,,,,,,,B,,,,,,
FL217,T1,12,,,,S,S,S,98.76,99.1,808.0597996,629.7381979,0.93479,934.79,20,20,,,32,32,24,17,12,1.333333333,m,m,DP,Chunk,Silicious dolomite,SD,0,R0,0
FL219,T1,12,,,,B,B,B,98.78,99.23,808.0598353,629.7383245,0.934838,934.838,28,28,,,,,,,,,,,B,,,,,,
FL220,T1,13,,,,B,B,B,100.46,96.72,808.0611967,629.7356285,0.934694,934.694,,,,,,,,,,,,,B,,,,,,
FL226,T1,13,,,,B,B,B,101.33,97.19,808.0621175,629.7359889,0.934729,934.729,,,,,,,,,,,,,B,,,,,,
FL227,T1,13,,,,B,B,B,101.28,97.15,808.062063,629.7359553,0.934754,934.754,65,65,245,25,,,,,,,,,B,,,,,,
FL228,T1,13,,,,B,B,B,101.34,97.47,808.0621615,629.7362656,0.934717,934.717,,,,,,,,,,,,,B,,,,,,
FL230,T1,13,,,,B,B,B,101.74,97.86,808.0626061,629.7366039,0.934729,934.729,30,30,30,40,,,,,,,,,B,,,,,,
FL231,T1,13,,,,B,B,B,101.83,97.85,808.0626942,629.736583,0.934711,934.711,,,,,,,,,,,,,B,,,,,,
FL232,T1,13,,,,B,B,B,100.93,97.05,808.0617034,629.7358988,0.934777,934.777,,,,,,,,,,,,,B,,,,,,
FL233,T1,13,,,,B,B,B,100.77,97.06,808.0615458,629.7359282,0.934769,934.769,,,,,,,,,,,,,B,,,,,,
FL236,T1,13,,,,B,B,B,100.64,97.44,808.0614631,629.7363212,0.934687,934.687,,,,,,,,,,,,,B,,,,,,
FL237,T1,13,,,,B,B,B,100.61,97.84,808.0614821,629.7367218,0.934657,934.657,,,,,,,,,,,,,B,,,,,,
FL238,T1,13,,,Y,B,B,B,100,97,808.0607743,629.7359625,0.934692,934.692,,,,,,,,,,,,,B,,,,,,
FL239,T1,13,,,,B,B,B,100.22,97.66,808.0610731,629.7365907,0.934717,934.717,,,,,,,,,,,,,B,,,,,,
FL241,T1,13,,,,B,B,B,98.8,98.18,808.0597271,629.7372799,0.934749,934.749,,,,,,,,,,,,,B,,,,,,
FL242,T1,13,,,,B,B,B,98.83,98.13,808.0597508,629.7372266,0.934774,934.774,,,,,,,,,,,,,B,,,,,,
FL243,T1,13,,,,B,B,B,98.9,97.84,808.0597849,629.7369303,0.934784,934.784,,,,,,,,,,,,,B,,,,,,
FL244,T1,13,,,,B,B,B,98.8,97.97,808.0597015,629.7370715,0.93477,934.77,,,,,,,,,,,,,B,,,,,,
FL253,T1,13,,,,B,B,B,98.33,100.77,808.0595764,629.7399078,0.934759,934.759,40,40,,,,,,,,,,,B,,,,,,
FL254,T1,13,,,,B,B,B,98.37,100.77,808.0596161,629.7399029,0.934744,934.744,,,,,,,,,,,,,B,,,,,,
FL255,T1,13,,,,B,B,B,98.4,100.78,808.0596471,629.7399092,0.934744,934.744,,,,,,,,,,,,,B,,,,,,
FL258,T1,13,,,,B,B,B,98.66,100.75,808.0599015,629.7398477,0.934769,934.769,,,,,,,,,,,,,B,,,,,,
FL259,T1,13,,,,B,B,B,98.7,100.76,808.0599424,629.7398528,0.934748,934.748,,,,,,,,,,,,,B,,,,,,
FL261,T1,13,,,,B,B,B,98.76,100.8,808.0600068,629.7398852,0.934761,934.761,,,,,,,,,,,,,B,,,,,,
FL263,T1,13,,,,B,B,B,98.93,100.73,808.060167,629.739795,0.934792,934.792,,,,,,,,,,,,,B,,,,,,
FL264,T1,13,,,,B,B,B,98.53,100.51,808.0597432,629.7396254,0.934821,934.821,98,98,,,,,,,,,,,B,,,,,,
FL265,T1,13,,,,B,B,B,98.93,100.29,808.0601134,629.7393583,0.934747,934.747,,,,,,,,,,,,,B,,,,,,
FL266,T1,13,,,,B,B,B,98.78,100.21,808.0599547,629.7392971,0.934764,934.764,135,135,,,,,,,,,,,B,,,,,,
FL267,T1,13,,,,B,B,B,98.78,100.13,808.059945,629.7392177,0.93476,934.76,,,,,,,,,,,,,B,,,,,,
FL268,T1,13,,,,B,B,B,98.9,100.07,808.0600568,629.7391436,0.934732,934.732,144,144,324,54,,,,,,,,,B,,,,,,
FL269,T1,13,,,,B,B,B,98.5,100.26,808.0596829,629.7393809,0.934801,934.801,,,,,,,,,,,,,B,,,,,,
FL271,T1,13,,,,B,B,B,98.25,100.06,808.0594104,629.7392129,0.934755,934.755,,,,,,,,,,,,,B,,,,,,
FL272,T1,13,,,,B,B,B,98.11,99.95,808.0592581,629.7391208,0.934774,934.774,93,93,,,,,,,,,,,B,,,,,,
FL273,T1,13,,,,B,B,B,98.37,99.94,808.0595149,629.7390791,0.934754,934.754,,,,,,,,,,,,,B,,,,,,
FL274,T1,13,,,,B,B,B,98.77,99.85,808.0599009,629.7389411,0.934753,934.753,,,,,,,,,,,,,B,,,,,,
FL275,T1,13,,,,B,B,B,98.8,99.87,808.0599332,629.7389573,0.934764,934.764,,,,,,,,,,,,,B,,,,,,
FL276,T1,13,,,,B,B,B,98.89,99.41,808.0599664,629.7384897,0.934837,934.837,72,72,,,,,,,,,,,B,,,,,,
FL278,T1,13,,,,shell,B,B,98.57,99.55,808.0596659,629.7386677,0.934773,934.773,,,,,,,,,,,,,,,,,,,
FL279,T1,13,,,,B,B,B,98.35,99.08,808.0593902,629.738228,0.934804,934.804,,,,,,,,,,,,,B,,,,,,
FL282,T1,13,,,,B,B,B,98.26,99.3,808.0593277,629.7384574,0.934819,934.819,,,,,,,,,,,,,B,,,,,,
FL283,T1,13,,,,B,B,B,98.1,99.36,808.0591762,629.7385364,0.934799,934.799,,,,,,,,,,,,,B,,,,,,
FL284,T1,13,,,,B,B,B,98.25,99.3,808.0593178,629.7384586,0.934819,934.819,,,,,,,,,,,,,B,,,,,,
FL286,T1,13,,,,T,B,B,99.3,100.99,808.0605659,629.7400079,0.934747,934.747,,,,,,,,,,,,,B,,,,,,
FL287,T1,13,,,,B,B,B,99.79,100.98,808.061051,629.7399382,0.934673,934.673,,,,,,,,,,,,,B,,,,,,
FL290,T1,13,,,,S,S,S,99.79,100.77,808.0610254,629.7397298,0.934722,934.722,,,,,27,27,18,11,4,1.5,m,m,DP,BP,Chert,C,0,R0,0
FL291,T1,13,,,,T,B,B,99.9,100.57,808.0611102,629.7395179,0.934677,934.677,,,,,,,,,,,,,B,,,,,,
FL292,T1,13,,,,B,B,B,99.93,100.4,808.0611193,629.7393455,0.934664,934.664,,,,,,,,,,,,,B,,,,,,
FL293,T1,13,,,,B,B,B,99.53,100.75,808.060765,629.7397417,0.93467,934.67,,,,,,,,,,,,,B,,,,,,
FL294,T1,13,,,,B,B,B,99.29,100.35,808.060478,629.7393739,0.934707,934.707,,,,,,,,,,,,,B,,,,,,
FL296,T1,13,,,,B,B,B,99.63,99.92,808.060763,629.7389057,0.934644,934.644,,,,,,,,,,,,,B,,,,,,
FL297,T1,13,,,,B,B,B,99.88,99.87,808.0610051,629.7388256,0.934664,934.664,,,,,,,,,,,,,B,,,,,,
FL299,T1,13,,,,B,B,B,99.57,99.54,808.0606572,629.7385359,0.934669,934.669,,,,,,,,,,,,,B,,,,,,
FL300,T1,13,,,,B,B,B,99.41,99.46,808.0604886,629.738476,0.934739,934.739,,,,,,,,,,,,,B,,,,,,
FL301,T1,13,,,,B,B,B,99.88,99.33,808.0609392,629.7382897,0.934674,934.674,,,,,,,,,,,,,B,,,,,,
FL302,T1,13,,,,B,B,B,99.09,99.39,808.0601625,629.7384455,0.934699,934.699,,,,,,,,,,,,,B,,,,,,
FL304,T1,13,,,,B,B,B,99.26,98.68,808.0602446,629.7377201,0.934669,934.669,,,,,,,,,,,,,B,,,,,,
FL305,T1,13,,,,B,B,B,98.78,98.68,808.0597682,629.7377786,0.934729,934.729,,,,,,,,,,,,,B,,,,,,
FL307,T1,13,,,,T,B,B,99.48,97.81,808.0603569,629.7368298,0.934691,934.691,,,,,,,,,,,,,B,,,,,,
FL308,T1,13,,,,B,B,B,99.49,97.67,808.0603498,629.7366896,0.934687,934.687,,,,,,,,,,,,,B,,,,,,
FL310,T1,13,,,,T,B,B,100.23,100.96,808.0614853,629.7398648,0.934799,934.799,,,,,,,,,,,,,B,,,,,,
FL311,T1,13,,,,B,B,B,100.35,100.96,808.0616044,629.7398501,0.934736,934.736,,,,,,,,,,,,,B,,,,,,
FL312,T1,13,,,,B,B,B,100.48,100.27,808.0616493,629.7391495,0.934689,934.689,40,40,40,30,,,,,,,,,B,,,,,,
FL314,T1,13,,,,B,B,B,100.38,100.71,808.0616037,629.7395984,0.934692,934.692,,,,,,,,,,,,,B,,,,,,
FL315,T1,13,,,,B,B,B,100.63,100.81,808.061864,629.7396671,0.934686,934.686,80,80,,,,,,,,,,,B,,,,,,
FL316,T1,13,,,,B,B,B,100.76,100.79,808.0619906,629.7396314,0.934707,934.707,67,67,,,,,,,,,,,B,,,,,,
FL317,T1,13,,,,B,B,B,100.8,100.84,808.0620364,629.7396762,0.934779,934.779,,,,,,,,,,,,,B,,,,,,
FL318,T1,13,,,,B,B,B,100.94,100.96,808.06219,629.7397782,0.934798,934.798,40,40,,,,,,,,,,,B,,,,,,
FL320,T1,13,,,,B,B,B,100.14,100.35,808.0613216,629.7392703,0.934721,934.721,20,20,200,35,,,,,,,,,B,,,,,,
FL322,T1,13,,,,B,B,B,100.74,100.14,808.0618915,629.7389887,0.934751,934.751,136,136,,,,,,,,,,,B,,,,,,
FL323,T1,13,,,,B,B,B,100.36,100,808.0614973,629.7388961,0.934692,934.692,,,,,,,,,,,,,B,,,,,,
FL324,T1,13,,,,B,B,B,100.79,99.97,808.0619204,629.7388139,0.934674,934.674,110,110,,,,,,,,,,,B,,,,,,
FL325,T1,13,,,,B,B,B,100.06,99.51,808.0611398,629.7384464,0.934594,934.594,83,83,,,,,,,,,,,B,,,,,,
FL326,T1,13,,,,B,B,B,100.46,99.64,808.0615527,629.7385266,0.934673,934.673,70,70,,,,,,,,,,,B,,,,,,
FL327,T1,13,,,,B,B,B,100.58,99.53,808.0616584,629.7384028,0.934714,934.714,155,155,,,,,,,,,,,B,,,,,,
FL328,T1,13,,,,B,B,B,100.94,99.62,808.0620266,629.7384483,0.934753,934.753,,,,,,,,,,,,,B,,,,,,
FL329,T1,13,,,,B,B,B,100,99.52,808.0610815,629.7384636,0.934699,934.699,,,,,,,,,,,,,B,,,,,,
FL330,T1,13,,,,B,B,B,100.03,99.45,808.0611027,629.7383905,0.934737,934.737,68,68,,,,,,,,,,,B,,,,,,
FL333,T1,13,,,,B,B,B,100.83,100.28,808.0619979,629.7391167,0.934729,934.729,160,160,340,48,,,,,,,,,B,,,,,,
FL334,T1,13,,,,B,B,B,98.79,101,808.060061,629.74008,0.934817,934.817,75,75,,,,,,,,,,,B,,,,,,
FL335,T1,13,,,,B,B,B,100.74,98.1,808.0616428,629.736964,0.934679,934.679,,,,,,,,,,,,,B,,,,,,
FL336,T1,13,,,,B,B,B,100.09,97.45,808.0609185,629.7363982,0.934674,934.674,35,35,,,,,,,,,,,B,,,,,,
FL338,T1,13,,,,B,B,B,100.64,97.05,808.0614156,629.7359341,0.934692,934.692,100,100,,,,,,,,,,,B,,,,,,
FL339,T1,13,,,,B,B,B,100.92,97.16,808.0617069,629.7360092,0.934674,934.674,,,,,,,,,,,,,B,,,,,,
FL340,T1,13,,,,B,B,B,100.61,96.79,808.0613541,629.7356797,0.934804,934.804,12,12,,,,,,,,,,,B,,,,,,
FL341,T1,13,,,,T,B,B,98.7,100.68,808.0599326,629.7397734,0.934747,934.747,,,,,,,,,,,,,B,,,,,,
FL342,T1,13,,,,B,B,B,99.03,98.93,808.0600468,629.7379963,0.934679,934.679,169,169,,,,,,,,,,,B,,,,,,
FL343,T1,13,,,,B,B,B,100.41,100.95,808.0616627,629.7398329,0.9347,934.7,,,,,,,,,,,,,B,,,,,,
FL344,T1,13,,,,B,B,B,101.02,97.53,808.0618513,629.7363642,0.934729,934.729,,,,,,,,,,,,,B,,,,,,
FL345,T1,13,,,,T,B,B,101.16,98.14,808.0620646,629.7369525,0.934664,934.664,,,,,,,,,,,,,B,,,,,,
FL347,T1,13,,,,B,B,B,101.6,98.16,808.0625037,629.7369188,0.934709,934.709,,,,,,,,,,,,,B,,,,,,
FL348,T1,13,,,,B,B,B,101.21,98.39,808.0621447,629.7371946,0.934712,934.712,,,,,,,,,,,,,B,,,,,,
FL350,T1,13,,,,T,B,B,101.07,100.06,808.0622093,629.7388691,0.934689,934.689,,,,,,,,,,,,,B,,,,,,
FL351,T1,13,,,,B,B,B,101.12,100.15,808.0622699,629.7389523,0.934722,934.722,,,,,,,,,,,,,B,,,,,,
FL352,T1,13,,,,B,B,B,101.25,100.18,808.0624026,629.7389663,0.934692,934.692,,,,,,,,,,,,,B,,,,,,
FL353,T1,13,,,,B,B,B,101.55,100.17,808.0626991,629.7389198,0.934709,934.709,,,,,,,,,,,,,B,,,,,,
FL354,T1,13,,,,B,B,B,101.48,100.07,808.0626174,629.7388291,0.934812,934.812,173,173,353,36,,,,,,,,,B,,,,,,
FL355,T1,13,,,,B,B,B,101.72,100.25,808.0628776,629.7389785,0.934673,934.673,,,,,,,,,,,,,B,,,,,,
FL356,T1,13,,,,T,B,B,101.88,100.2,808.0630303,629.7389093,0.934671,934.671,,,,,,,,,,,,,B,,,,,,
FL357,T1,13,,,,B,B,B,101.92,100.29,808.063081,629.7389938,0.934707,934.707,,,,,,,,,,,,,B,,,,,,
FL358,T1,13,,,,B,B,B,101.86,100.6,808.0630592,629.7393088,0.934749,934.749,,,,,,,,,,,,,B,,,,,,
FL359,T1,13,,,,T,B,B,101.58,100.6,808.0627813,629.7393429,0.934722,934.722,66,66,,,,,,,,,,,B,,,,,,
FL360,T1,13,,,,B,B,B,101.64,100.56,808.062836,629.7392959,0.934754,934.754,,,,,,,,,,,,,B,,,,,,
FL361,T1,13,,,,B,B,B,101.17,100.75,808.0623927,629.7395418,0.934674,934.674,,,,,,,,,,,,,B,,,,,,
FL362,T1,13,,,,B,B,B,101.05,100.93,808.0622955,629.739735,0.934761,934.761,110,110,,,,,,,,,,,B,,,,,,
FL363,T1,13,,,,B,B,B,101.44,101,808.0626911,629.739757,0.934729,934.729,,,,,,,,,,,,,B,,,,,,
FL364,T1,13,,,,B,B,B,101.72,100.83,808.0629483,629.7395541,0.934689,934.689,,,,,,,,,,,,,B,,,,,,
FL365,T1,13,,,,B,B,B,101.85,100.82,808.0630761,629.7395283,0.934737,934.737,,,,,,,,,,,,,B,,,,,,
FL366,T1,13,,,,B,B,B,101.8,100.66,808.063007,629.7393756,0.934697,934.697,,,,,,,,,,,,,B,,,,,,
FL367,T1,13,,,,B,B,B,101.33,100.47,808.0625173,629.7392443,0.934759,934.759,120,120,,,,,,,,,,,B,,,,,,
FL368,T1,13,,,,B,B,B,101.06,100.64,808.0622701,629.739446,0.934814,934.814,,,,,,,,,,,,,B,,,,,,
FL369,T1,13,,,,B,B,B,101.64,100.65,808.0628469,629.7393852,0.934759,934.759,95,95,275,26,,,,,,,,,B,,,,,,
FL370,T1,13,,,,T,B,B,101.12,99.58,808.0622004,629.7383866,0.934714,934.714,,,,,,,,,,,,,B,,,,,,
FL371,T1,13,,,,T,B,B,101.24,99,808.0622488,629.7377963,0.934714,934.714,,,,,,,,,,,,,B,,,,,,
FL373,T1,13,,,,B,B,B,99.05,97.66,808.0599119,629.7367334,0.934699,934.699,,,,,,,,,,,,,B,,,,,,
FL375,T1,13,,,,B,B,B,99,99,808.0600256,629.7380694,0.934706,934.706,,,,,,,,,,,,,B,,,,,,
FL376,T1,13,,,,B,B,B,98.18,100.61,808.059408,629.7397673,0.934751,934.751,,,,,,,,,,,,,B,,,,,,
FL377,T1,13,,,,B,B,B,100.51,100.27,808.0616791,629.7391458,0.934661,934.661,130,130,,,,,,,,,,,B,,,,,,
FL378,T1,13,,,,B,B,B,100.49,100.31,808.0616641,629.7391879,0.934669,934.669,20,20,,,,,,,,,,,B,,,,,,
FL379,T1,13,,,,B,B,B,100.48,100.34,808.0616578,629.7392189,0.934654,934.654,38,38,,,,,,,,,,,B,,,,,,
FL380,T1,13,,,,B,B,B,100.82,98.22,808.0617369,629.7370734,0.934669,934.669,,,,,,,,,,,,,B,,,,,,
FL381,T1,13,,,,B,B,B,101.25,96.9,808.0620027,629.7357109,0.934713,934.713,,,,,,,,,,,,,B,,,,,,
FL383,T1,13,,,,B,B,B,100.11,99.41,808.0611773,629.738341,0.934688,934.688,,,,,,,,,,,,,B,,,,,,
FL384,T1,13,,,,B,B,B,100.12,99.43,808.0611896,629.7383596,0.934795,934.795,,,,,,,,,,,,,B,,,,,,
FL387,T1,13,,,Y,B,B,B,99.07,98.9,808.0600829,629.7379616,0.934702,934.702,,,,,,,,,,,,,B,,,,,,
FL388,T1,13,,,,B,B,B,98.93,99.18,808.0599781,629.7382566,0.934761,934.761,,,,,,,,,,,,,B,,,,,,
FL389,T1,13,,,,B,B,B,98.77,99.48,808.0598558,629.7385738,0.934774,934.774,,,,,,,,,,,,,B,,,,,,
FL390,T1,13,,,,B,B,B,98.82,99.63,808.0599237,629.7387166,0.934691,934.691,160,160,,,,,,,,,,,B,,,,,,
FL391,T1,13,,,,B,B,B,98.65,99.13,808.0596941,629.7382411,0.934716,934.716,300,120,,,,,,,,,,,B,,,,,,
FL392,T1,13,,,,B,B,B,98.79,99.13,808.059833,629.738224,0.934635,934.635,175,175,,,,,,,,,,,B,,,,,,
FL393,T1,14,,,,B,B,B,100.93,98.69,808.0619033,629.7375265,0.934687,934.687,95,95,95,1,,,,,,,,,B,,,,,,
FL394,T1,13,,,,B,B,B,98.67,98.65,808.0596554,629.7377623,0.934701,934.701,,,,,,,,,,,,,B,,,,,,
FL395,T1,13,,,,B,B,B,98.67,100.52,808.0598834,629.7396182,0.934703,934.703,33,33,213,50,,,,,,,,,B,,,,,,
FL396,T1,13,,,,B,B,B,100.98,100.78,808.0622077,629.7395947,0.934703,934.703,,,,,,,,,,,,,B,,,,,,
FL397,T1,13,,,,B,B,B,100.95,100.98,808.0622023,629.7397968,0.93471,934.71,,,,,,,,,,,,,B,,,,,,
FL398,T1,13,,,,B,B,B,101,101,808.0622544,629.7398106,0.934779,934.779,,,,,,,,,,,,,B,,,,,,
FL399,T1,13,,,,B,B,B,102,101,808.0632469,629.7396887,0.934696,934.696,,,,,,,,,,,,,B,,,,,,
FL400,T1,13,,,,B,B,B,98.6,100.84,808.0598529,629.7399444,0.934691,934.691,,,,,,,,,,,,,B,,,,,,
FL401,T1,13,,,,B,B,B,98.65,100.99,808.0599208,629.7400871,0.934696,934.696,,,,,,,,,,,,,B,,,,,,
FL402,T1,13,,,,B,B,B,98.18,100.45,808.0593885,629.7396085,0.9347,934.7,262,82,82,39,,,,,,,,,B,,,,,,
